email_id,employee_id,event_type,event_dtm
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,be557dd0-c305-4716-8f5b-15f14dcd841f,OPEN,2020-10-09 10:31:44
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,10f2710b-c792-44e7-9972-43a546497e19,DELIVERY,2020-10-08 04:46:32
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,bd750d28-1944-4222-9d1c-eeb0cef167e9,DELIVERY,2020-10-10 12:23:59
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3c852d45-b1d7-4c6a-b20a-e35cb15ecc26,DELIVERY,2020-10-10 01:29:11
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,e00bb159-a65b-4afb-9940-128e6ee44185,DELIVERY,2020-10-09 02:42:48
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,33167280-d35e-4fdb-96ee-540d55e6b66c,DELIVERY,2020-10-08 08:08:42
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,33167280-d35e-4fdb-96ee-540d55e6b66c,OPEN,2020-10-10 01:17:26
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b4b87f9f-6750-4ef4-97a0-328fb791c52a,DELIVERY,2020-10-09 03:17:57
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b4b87f9f-6750-4ef4-97a0-328fb791c52a,OPEN,2020-10-09 03:44:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b4b87f9f-6750-4ef4-97a0-328fb791c52a,CLICK,2020-10-08 09:31:37
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b4b87f9f-6750-4ef4-97a0-328fb791c52a,OPEN,2020-10-08 06:51:04
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,2733ec5a-2983-48a1-8e53-56e31e74e505,DELIVERY,2020-10-08 12:04:24
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,2733ec5a-2983-48a1-8e53-56e31e74e505,OPEN,2020-10-08 09:03:34
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,07a6913c-bfe2-4e62-81ac-8d2954f71d61,DELIVERY,2020-10-08 01:46:06
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,ec21edb7-ee52-443f-8814-6161ee5dd2ed,DELIVERY,2020-10-09 08:03:42
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,0daeba13-11d1-4c14-8d32-41b4c5af215e,DELIVERY,2020-10-09 01:25:05
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,0daeba13-11d1-4c14-8d32-41b4c5af215e,OPEN,2020-10-10 04:24:09
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,550aafd8-3386-40c3-8903-bf2554c828f3,DELIVERY,2020-10-10 03:32:11
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fafd5dfd-b7e2-4e34-a5b4-32e098e8cad1,DELIVERY,2020-10-08 05:00:44
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fafd5dfd-b7e2-4e34-a5b4-32e098e8cad1,OPEN,2020-10-09 03:38:57
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fafd5dfd-b7e2-4e34-a5b4-32e098e8cad1,CLICK,2020-10-09 12:24:15
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fafd5dfd-b7e2-4e34-a5b4-32e098e8cad1,OPEN,2020-10-09 03:42:20
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3420aa73-3bfd-47d1-88c9-68e66b21fc2b,DELIVERY,2020-10-09 04:59:50
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3420aa73-3bfd-47d1-88c9-68e66b21fc2b,OPEN,2020-10-08 08:36:24
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3420aa73-3bfd-47d1-88c9-68e66b21fc2b,CLICK,2020-10-08 10:55:48
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,1fe1ed84-64b2-4a56-812f-3c239f5438ca,DELIVERY,2020-10-09 07:06:46
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,1fe1ed84-64b2-4a56-812f-3c239f5438ca,OPEN,2020-10-10 02:15:33
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,1fe1ed84-64b2-4a56-812f-3c239f5438ca,CLICK,2020-10-09 01:33:25
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,1fe1ed84-64b2-4a56-812f-3c239f5438ca,OPEN,2020-10-08 09:34:59
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fe3d5316-bab1-4679-8909-dc8018792a43,DELIVERY,2020-10-08 08:13:36
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fe3d5316-bab1-4679-8909-dc8018792a43,OPEN,2020-10-09 07:46:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,8f56be61-fcca-4a1d-ba95-2b2feb5d9a86,DELIVERY,2020-10-08 11:08:33
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,8f56be61-fcca-4a1d-ba95-2b2feb5d9a86,OPEN,2020-10-09 03:55:11
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,8f56be61-fcca-4a1d-ba95-2b2feb5d9a86,CLICK,2020-10-08 08:22:46
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,8f56be61-fcca-4a1d-ba95-2b2feb5d9a86,OPEN,2020-10-08 11:32:28
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,7f9d92d7-ffb9-4246-aa6b-efdc9906316a,DELIVERY,2020-10-09 05:53:35
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,65ec4651-08b4-4d56-a78e-deaad89b707f,DELIVERY,2020-10-08 08:59:56
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,65ec4651-08b4-4d56-a78e-deaad89b707f,OPEN,2020-10-10 07:13:36
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,1ca9fd1b-7597-4525-9b91-a8952ef5a199,DELIVERY,2020-10-08 09:12:41
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,1ca9fd1b-7597-4525-9b91-a8952ef5a199,OPEN,2020-10-08 10:20:51
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,a1a13b3b-42f7-40ae-89b8-71f98f9c6070,DELIVERY,2020-10-09 12:04:07
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,a1a13b3b-42f7-40ae-89b8-71f98f9c6070,OPEN,2020-10-09 11:14:37
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,65798a8e-a93a-4470-8729-f81e606e3474,DELIVERY,2020-10-08 09:20:06
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,65798a8e-a93a-4470-8729-f81e606e3474,OPEN,2020-10-08 05:52:38
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,65798a8e-a93a-4470-8729-f81e606e3474,CLICK,2020-10-08 02:16:00
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,65798a8e-a93a-4470-8729-f81e606e3474,OPEN,2020-10-08 05:15:13
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,98b8ecd9-e4a9-4981-bde4-85f30ffef425,DELIVERY,2020-10-08 10:04:11
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,98b8ecd9-e4a9-4981-bde4-85f30ffef425,OPEN,2020-10-10 04:27:42
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,ea17d59b-c836-4574-9c8b-be2a9022e457,DELIVERY,2020-10-09 07:26:01
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,ea17d59b-c836-4574-9c8b-be2a9022e457,OPEN,2020-10-09 06:32:05
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b0b94b09-3bea-4c31-93b6-84ba801994d3,DELIVERY,2020-10-09 08:40:49
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b0b94b09-3bea-4c31-93b6-84ba801994d3,OPEN,2020-10-08 11:37:34
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,54d473f0-4224-415d-af19-dd45cc2e3ccd,DELIVERY,2020-10-09 08:45:10
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,2f5e608e-9e02-4838-8b40-4919930fe15c,DELIVERY,2020-10-09 12:34:09
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,a14f3aba-adfd-4612-ab3f-04ec346abdc8,DELIVERY,2020-10-08 09:37:23
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,9dcc1f73-3a35-4730-8ad6-cf43504be8f1,DELIVERY,2020-10-08 08:14:07
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,9dcc1f73-3a35-4730-8ad6-cf43504be8f1,OPEN,2020-10-08 04:55:57
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,9dcc1f73-3a35-4730-8ad6-cf43504be8f1,CLICK,2020-10-09 04:28:24
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,9dcc1f73-3a35-4730-8ad6-cf43504be8f1,OPEN,2020-10-09 12:46:26
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,7a6fecda-3dfb-415e-83c5-bf74c9b8bea1,DELIVERY,2020-10-09 03:11:37
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,7a6fecda-3dfb-415e-83c5-bf74c9b8bea1,OPEN,2020-10-10 12:12:00
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,7a6fecda-3dfb-415e-83c5-bf74c9b8bea1,CLICK,2020-10-08 05:11:33
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,275fb691-1f03-4934-8438-9a3d57eaf990,DELIVERY,2020-10-09 11:17:43
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,dad854c3-8ae8-4a3e-a93d-8e671b4d6970,DELIVERY,2020-10-08 11:16:38
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b569d346-823f-4e9c-964a-8e0fd9cd4287,DELIVERY,2020-10-10 04:17:18
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,614b32db-8abe-4663-8198-0e4106cce492,DELIVERY,2020-10-10 03:50:53
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,614b32db-8abe-4663-8198-0e4106cce492,OPEN,2020-10-09 01:43:20
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,614b32db-8abe-4663-8198-0e4106cce492,CLICK,2020-10-09 05:55:45
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,614b32db-8abe-4663-8198-0e4106cce492,OPEN,2020-10-08 01:00:38
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,d749ad81-5721-4d89-9f41-583adf50903e,DELIVERY,2020-10-08 08:18:27
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,d749ad81-5721-4d89-9f41-583adf50903e,OPEN,2020-10-08 08:59:13
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3b897fe3-e985-45dd-ac12-201a4e8b18c0,DELIVERY,2020-10-09 12:15:04
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,d3835bb8-202d-44f6-b6ff-a81e5c7a1e17,DELIVERY,2020-10-09 10:56:17
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,20e4f41e-0592-41b1-8609-9b3dc23088a9,DELIVERY,2020-10-09 09:11:39
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,6e1ca4a9-694a-4890-a506-ca5cb8faa77c,DELIVERY,2020-10-10 04:43:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,c86e83d9-87af-4307-8ac8-a19ba5511974,DELIVERY,2020-10-08 12:18:08
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,c86e83d9-87af-4307-8ac8-a19ba5511974,OPEN,2020-10-08 01:55:34
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,9d5656a0-9c64-47b1-9ea2-24477bd67fcb,DELIVERY,2020-10-09 03:29:16
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,9d5656a0-9c64-47b1-9ea2-24477bd67fcb,OPEN,2020-10-08 06:52:00
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3d063954-975f-4030-bee7-de023c563f0a,DELIVERY,2020-10-08 09:52:02
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3d063954-975f-4030-bee7-de023c563f0a,OPEN,2020-10-08 12:38:06
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fbb37070-c11e-407c-817c-d54f693b5b72,DELIVERY,2020-10-09 04:44:55
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fbb37070-c11e-407c-817c-d54f693b5b72,OPEN,2020-10-09 07:19:08
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fbb37070-c11e-407c-817c-d54f693b5b72,CLICK,2020-10-08 04:37:59
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fbb37070-c11e-407c-817c-d54f693b5b72,OPEN,2020-10-09 07:10:54
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,0b176f55-0a43-413d-af57-cda45e215996,DELIVERY,2020-10-10 07:04:13
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,0b176f55-0a43-413d-af57-cda45e215996,OPEN,2020-10-09 06:38:59
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,ae293f4e-d0cd-4ff6-9737-63d103f5400e,DELIVERY,2020-10-09 07:49:52
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,7239369b-49a9-4a7f-aed8-cdcc9fa161fd,DELIVERY,2020-10-08 12:27:56
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,4cf48a50-a645-4e55-bdb8-62db8225ab72,DELIVERY,2020-10-10 05:02:55
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,4229d597-d843-45d0-bc02-737e05394bf5,DELIVERY,2020-10-08 06:11:08
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,96f109f6-8e4f-488e-a108-001caf1f117b,DELIVERY,2020-10-09 09:45:11
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,789e23ef-7bb3-4cfe-a018-6deb5fbcf9bb,DELIVERY,2020-10-08 10:05:53
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,685e3546-62b7-48bb-8fb4-e4cd86cfcc9b,DELIVERY,2020-10-08 07:59:03
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,f02b4f4b-9747-4773-b641-ddc9f503a6e6,DELIVERY,2020-10-09 11:14:40
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,f02b4f4b-9747-4773-b641-ddc9f503a6e6,OPEN,2020-10-08 02:01:32
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,677b42fa-7c10-491e-a497-5d7c617fab44,DELIVERY,2020-10-09 08:40:49
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,677b42fa-7c10-491e-a497-5d7c617fab44,OPEN,2020-10-09 06:30:24
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,8afcc883-767a-4c03-b2f8-58161e1c6e12,DELIVERY,2020-10-08 09:41:24
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,8afcc883-767a-4c03-b2f8-58161e1c6e12,OPEN,2020-10-10 07:35:23
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,5fa2871e-f5cb-45d4-8921-eb7c40c12bd6,DELIVERY,2020-10-08 02:24:56
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,5fa2871e-f5cb-45d4-8921-eb7c40c12bd6,OPEN,2020-10-09 09:15:30
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,2db4f5ff-0856-463d-b902-1c35940955f8,DELIVERY,2020-10-09 08:55:08
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,373e1597-6bae-4f38-8f81-ff1bb1640009,DELIVERY,2020-10-08 01:08:04
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,483a4544-a20a-4adc-aebe-d3a521827d2e,DELIVERY,2020-10-08 03:39:01
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,483a4544-a20a-4adc-aebe-d3a521827d2e,OPEN,2020-10-09 11:55:50
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,483a4544-a20a-4adc-aebe-d3a521827d2e,CLICK,2020-10-08 11:17:35
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,483a4544-a20a-4adc-aebe-d3a521827d2e,OPEN,2020-10-09 05:56:26
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b1ab64c3-2e2c-4943-832b-68478eb5fd04,DELIVERY,2020-10-09 06:02:44
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,241926c9-5a1d-40e4-b2b6-2cb92000181f,DELIVERY,2020-10-08 08:24:53
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,241926c9-5a1d-40e4-b2b6-2cb92000181f,OPEN,2020-10-09 04:06:23
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,241926c9-5a1d-40e4-b2b6-2cb92000181f,CLICK,2020-10-09 12:35:31
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,241926c9-5a1d-40e4-b2b6-2cb92000181f,OPEN,2020-10-09 12:46:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,adde4a37-02bb-4940-84ed-2f9cc9f55d4d,DELIVERY,2020-10-09 12:00:53
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,adde4a37-02bb-4940-84ed-2f9cc9f55d4d,OPEN,2020-10-08 08:18:09
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,adde4a37-02bb-4940-84ed-2f9cc9f55d4d,CLICK,2020-10-08 09:36:50
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,adde4a37-02bb-4940-84ed-2f9cc9f55d4d,OPEN,2020-10-10 03:44:16
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fdc3a692-91ba-4ebc-8ee9-84c195fdce85,DELIVERY,2020-10-09 10:02:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fdc3a692-91ba-4ebc-8ee9-84c195fdce85,OPEN,2020-10-08 02:24:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fdc3a692-91ba-4ebc-8ee9-84c195fdce85,CLICK,2020-10-08 11:59:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,fdc3a692-91ba-4ebc-8ee9-84c195fdce85,OPEN,2020-10-09 11:54:29
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,48e2e831-857d-4a07-8f7f-e685539c4500,DELIVERY,2020-10-10 02:40:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,48e2e831-857d-4a07-8f7f-e685539c4500,OPEN,2020-10-09 01:54:04
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,10e4a20f-42bf-481f-9b5a-2ac6242f4f7c,DELIVERY,2020-10-08 08:38:20
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,10e4a20f-42bf-481f-9b5a-2ac6242f4f7c,OPEN,2020-10-09 12:42:39
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,10e4a20f-42bf-481f-9b5a-2ac6242f4f7c,CLICK,2020-10-09 12:34:51
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,95dfb7e2-5ebe-4e77-b046-f1e0f8a909ed,DELIVERY,2020-10-09 10:41:10
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,95dfb7e2-5ebe-4e77-b046-f1e0f8a909ed,OPEN,2020-10-10 12:08:52
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,95dfb7e2-5ebe-4e77-b046-f1e0f8a909ed,CLICK,2020-10-08 09:14:59
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,95dfb7e2-5ebe-4e77-b046-f1e0f8a909ed,OPEN,2020-10-09 09:33:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,20c4b2e0-c3c1-4dd0-8035-504fe7a3f2ca,DELIVERY,2020-10-09 07:01:21
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,20c4b2e0-c3c1-4dd0-8035-504fe7a3f2ca,OPEN,2020-10-08 05:22:11
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,20c4b2e0-c3c1-4dd0-8035-504fe7a3f2ca,CLICK,2020-10-08 02:27:12
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,20c4b2e0-c3c1-4dd0-8035-504fe7a3f2ca,OPEN,2020-10-08 10:26:15
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,59e6f283-a72e-4442-b8d5-f9eb2132a9fc,DELIVERY,2020-10-09 01:27:05
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,59e6f283-a72e-4442-b8d5-f9eb2132a9fc,OPEN,2020-10-10 05:46:07
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,9da96bb1-fb98-4e0a-8fd1-03b97b331320,DELIVERY,2020-10-09 03:29:15
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,56818c42-4249-49b1-a17d-697b73266b18,DELIVERY,2020-10-08 12:34:13
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,56818c42-4249-49b1-a17d-697b73266b18,OPEN,2020-10-09 04:47:40
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,1db1fac6-4076-4b98-900d-b369be3bd6cd,DELIVERY,2020-10-09 07:36:32
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,7c9fd1a9-1d77-498b-9ad7-3099322d78f7,DELIVERY,2020-10-09 02:59:28
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,d01da746-476b-453d-a816-a39e60593990,DELIVERY,2020-10-10 02:48:52
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,d01da746-476b-453d-a816-a39e60593990,OPEN,2020-10-10 01:13:28
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,28ef55b9-9ed4-4d5d-a849-1dac5ae46960,DELIVERY,2020-10-09 12:13:38
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,28ef55b9-9ed4-4d5d-a849-1dac5ae46960,OPEN,2020-10-09 02:50:20
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,28ef55b9-9ed4-4d5d-a849-1dac5ae46960,CLICK,2020-10-08 10:32:21
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3c7937f2-5970-4afd-bb3e-b44ac0ef85d2,DELIVERY,2020-10-10 07:39:49
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,34ba2d80-199d-4194-a0c9-31dde668653c,DELIVERY,2020-10-09 05:11:24
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,eb09462d-3d0b-427e-8745-da073a9f58b2,DELIVERY,2020-10-08 07:08:31
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,eb09462d-3d0b-427e-8745-da073a9f58b2,OPEN,2020-10-09 06:19:02
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,eb09462d-3d0b-427e-8745-da073a9f58b2,CLICK,2020-10-08 10:34:59
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,eb09462d-3d0b-427e-8745-da073a9f58b2,OPEN,2020-10-08 11:19:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,1a899041-b8a7-44dc-9a8a-67ebadd6e8f3,DELIVERY,2020-10-09 01:59:51
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,0d14ad2f-9923-45b7-962b-8bbd3281b8f5,DELIVERY,2020-10-09 05:30:05
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,8857906d-a992-4c63-96d3-0d8fc3b8ab2e,DELIVERY,2020-10-09 12:25:49
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,93b02ecc-59f4-48f5-b84c-f7826a6d57a8,DELIVERY,2020-10-10 06:38:52
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,93b02ecc-59f4-48f5-b84c-f7826a6d57a8,OPEN,2020-10-08 07:38:43
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,b9a50028-dc5f-47bf-8284-779308766ab9,DELIVERY,2020-10-09 10:09:35
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,4215004d-41ca-4aa0-9488-eb425ab571f4,DELIVERY,2020-10-09 05:09:51
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,4215004d-41ca-4aa0-9488-eb425ab571f4,OPEN,2020-10-08 05:37:36
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,d80794b0-a065-4441-b2b3-674075485064,DELIVERY,2020-10-09 06:48:28
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3a96acd3-9c24-44b4-8807-563f8eea834a,DELIVERY,2020-10-10 04:25:54
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3a96acd3-9c24-44b4-8807-563f8eea834a,OPEN,2020-10-09 09:09:48
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3a96acd3-9c24-44b4-8807-563f8eea834a,CLICK,2020-10-08 04:32:15
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,3a96acd3-9c24-44b4-8807-563f8eea834a,OPEN,2020-10-09 01:00:58
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,e8e74a61-ad92-4f45-ae46-7a7a6e446040,DELIVERY,2020-10-09 01:59:46
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,19ace850-b6f1-4d9c-9576-59e3cd4229c0,DELIVERY,2020-10-09 06:34:10
da9e2b8c-2f28-4166-9d74-5eff8366a3f9,50c325a1-e810-4a3b-acab-1611cda5e4b1,DELIVERY,2020-10-09 01:07:14
